,video_id,title,tags,views,likes,dislikes,comment_total,userId,user_click,user_rating,user_like,time_spend,position,pos_bias,device_info
549,DaNNFSluQOY,"G Herbo Talks Humility, Chicago's Hip-Hop Diversity, His New Album & More","th brakfast club,pwr1051,clbrity ws,radi,vid,itrviw,agla y,charlamag tha gd,dj vy,g hrb",346006.8333,4832,446.5,1624.166667,12,0,4,0,0,46,1,web
550,DdA7tUIzA5Q,Toni Braxton - Deadwood (Audio),"Ti,Braxt,Dadwd,Df,Jam,Rcrdigs",99998.2,4680.4,101.2,803.8,13,0,3,0,0,74,1,ios
551,DdTamlcP-3Y,OTHER MOTHER CORALINE HALLOWEEN MAKEUP TUTORIAL,"Hallw,makup tutrial,bdy paitig,hallw makup tutrial,hallw tutrial,spcial ffcts makup,spfx makup tutrial,spcial ffcts,prsthtic makup,bdy pait illusi,thr mthr,crali makup,crali makup tutrial,thr mthr makup tutrial,umthr,trdig,hallw illusis,hallw trasfrmati,cl hallw makup",320190,22519,57,573,5,1,3,1,10,40,0,web
552,De9hDyIN6JY,Samoa Hotshot crew 61.  2017,[],86859.33333,597.6666667,11.33333333,40,14,1,4,0,2,90,0,ios
553,DeIaemmxMl4,Self Help Exercise | The Mom’s View,"th mm's viw,tmv,tmv talk,carlistylz,carli stylz,hykayli,hy kayli,katiltt,th shaytards,shaycarl,trixi,gal gadt,th viw,th chw,millial mms,whats up mms,mily cyrus,grillig with liza,taylr swift,vlg,vlggrs,mthr,mthrhd,partig,part,wlywd,kids,brastfdig,ursig,ursry,immshard,mm,fathrhd,fathr",43131,2382,72,396.75,1,1,2,1,2,134,0,ios
554,DeTu8xSGpEM,John Legend - Penthouse Floor ft. Chance the Rapper,"Clumbia,Jh Lgd fat. Chac th Rappr,Pthus Flr,R&B",1309819.857,33274.71429,1303.142857,1621.714286,9,0,0,0,0,21,1,android
555,DjKEZbe4V9M,The Fidget Spinner Phone Is Real...,"fidgt spir ph,fidgt,spir,ph,fidgt spir,smartph,idia,fidgt tys,fidgt spirs,fidgt spir tricks,ty,bst fidgt spir,spirs,ubx thrapy,ubx,thrapy,ubxig,ubxthrapy,2017,iph 8,appl,iph,iph x,fidgt spir vid,rviw,iph 8 plus,vs,tchlgy,gadgts,adrid,samsug,tch,galaxy s8,spiig,yutub,gadgt,appl iph x,appl iph 8,8 plus,iph x rviw,iph x vs,iph 8 rviw,w,bst",1168456.5,33724.5,2028.5,4369.75,8,1,2,0,0,29,0,android
556,DkWL232Vzao,DANCING QUEEN MACARONS - The Scran Line,"cupcaks,hw t mak vailla cupcaks,vr th tp rcips,asy cupcak rcips,vailla cupcaks,chclat cupcaks,frch macars,hw t mak macars,th scra li,th scrali,ick makrids,pastry dsig,hw t pip cupcaks",61896.6,2742.8,82.4,96.2,8,1,5,0,0,112,0,android
557,DlDozGvAUto,ASHLEY TISDALE WEDDING TUTORIAL | PatrickStarrr,"makup,trasfrmati,thpatrickstarrr,patrickstarrr,patrick,starrr,full,cvrag,fudati,ruti,ashly tisdal,wddig,glam,ashly,tisdal,makvr,high schl musical,disy",1010665.25,47678.25,483.5,2546.25,2,1,4,0,4,21,0,web
558,DoQEpaQE5-g,World Destroyer [2017 Animated Movie Trailer HD],"wrld dstryr,mius,mius aimati,riqu,adi,athy garda,bcky gill,austi klly,idigg,kickstartr,aimati idigg,aimati kickstartr,aimati mvi,2d aimati,aim,idi aimati",367387,8334.666667,365,470.3333333,8,0,1,0,0,62,1,android
559,DprHLyvhbSg,I'm a Psychopath | Hannah Stocking,"im a psychpath,haah,stckig,im,psychpath,datig th it clw,crazy gam shw,mastrig th savag lif,littl miss kw it all,llps,haahstckig,rudymacus,iaa,awar,iaasarkis,shts,shtsstudis,marshmll,marshmll,alss,Rudy Macus & P Bar - Black & Whit (Official Vid),Black,Whit,Black ad Whit,p bar,pbar,, Haah Stckig",2725674.25,85812.25,2372.5,2992.25,3,1,4,0,5,9,0,ios
560,DprHLyvhbSg,I'm a Psychopath | Hannah Stocking,"im a psychpath,haah,stckig,im,psychpath,datig th it clw,crazy gam shw,mastrig th savag lif,littl miss kw it all,llps,haahstckig,rudymacus,iaa,awar,iaasarkis,shts,shtsstudis,marshmll,marshmll,alss,, Haah Stckig",1794467,68086,1716,2603,5,1,2,0,8,10,0,web
561,Dq1KALMfqnI,Internet Trending Dance Challenge With Megan Batoon | YouTube Challenges | Refinery29,"rfiry29,rfiry 29,r29,r29 vid,vid,rfiry29 vid,mpwrmt,rfiry29 luci,r29 luci,mga bat,trdig dac challg,itrt dac challg,dac challg,dac battl,a a,r29 challgs,rfiry29 challg,r29 yutub challg,luci r29,wma itrsts,dac challgs,lifstyl challg,yutub viral challg,ruig ma,dac tutrials",5952,209,14,29,6,0,1,0,0,119,1,ios
562,DrIFxLhDylU,The Front Bottoms: Peace Sign [OFFICIAL VIDEO],"Th Frt Bttms,Frt Bttms,TFB,w frt bttms,Nw frt bttms vid,w th frt bttms,Nw th frt Bttms vid,w th frt bttms sg,Fuld By Ram,FBR,Official music vid,Gig Gry,gi gry,altrativ,rck,idi,puk,Gig Gry Tur,w TFB,TFB Raiig,Mat Uychich,Bria Slla,Nw sg,Nw TFB sg,Nw TFB track,Nw TFB sigl,w TFB Vid,Pac Sig Vid,Pac Sig Middl Figr",135955.5,5824.666667,271.1666667,593.5,8,0,5,0,0,95,1,ios
563,DtsWj9XiOIY,"1,000,000 THANK YOU!","1000000,THANK YOU,play butt,yutub,ambr schll,vlg,cry,stry,chag lif,milli",260300.5,49755.25,238.5,10816.75,19,1,2,1,1,73,0,android
564,Du2iFOoTaE0,White House press briefing: Chief of Staff John Kelly on how military deals with soldiers' death,"whit hus,whit hus prss brifig,sarah sadrs,sarah sadrs prss brifig,prsidt dald trump,dald trump fall sldirs,dald trump ph call,dald trump gld star family,gld star familis,fall sldirs,fall sldirs familis,fall sldirs ph call,gld star family ph call,halth car rfrm,tax rfrm,trump tax rfrm,trump halth car rfrm,us ws,plitcs",35231.5,437,141.5,302.5,13,1,5,0,10,94,0,ios
565,DuWf6MTOAz0,Squirrel On The Field! Runs For A Touchdown,"ACCDigitalNtwrk,ACC Digital Ntwrk,ACCDN,ACC,Cllg Sprts,Divisi I,NCAA,Atlatic Cast Cfrc,athltics,cmptiti,SQUIRREL ON THE FIELD,SQUIRREL RUNS FOR TOUCHDOWN,SQUIRREL RUNS FOR TD,FOOTBALL GAME,KENT STATE,LOUISVILLE CARDINALS,ANIMALS ON FIELD,ANIMALS AT SPORTING EVENT,SQUIRREL",70225,935,11,62,14,1,0,1,1,94,0,ios
566,DvbYf4eyGFI,Fergie - Just Like You,"Frgi,Just,Lik,Yu,BMG,Rights,Maagmt,(US),LLC,Pp",526179.5,24593,663,1362.5,1,0,2,0,0,52,1,web
567,DyA64VLVfds,Alec Benjamin - Gabriel (MUSIC VIDEO),"alc bjami,alc,bjami,rigial sg,music vid,alc bjami music vid,alc bjami sg,alc bjami liv,th watr futai,sh tld m that sh lvd m by th watr futai,alc bjami gabril,alc bjami gabril music vid",44783.25,6574.5,29.5,1363,19,1,4,1,9,113,0,android
568,DyLE5nI6bXw,Donald Glover Emmys Speech Wins Outstanding Actor in a Comedy,"mmys,mmys 2017,dald glvr,bst actr,cmdy,atlata",5551,103,114,53,8,0,4,0,0,140,1,web
569,DyTlOIa6RLo,Gordon Finds Out Things Are A LOT More Complicated at Sam's Kabob Room | Kitchen Nightmares,"Grd,Grd Ramsay,Ramsay,Ramsy,Chf Ramsay,Kitch Nightmars,Htl Hll,grd Ramsay it’s raw,grd Ramsay bst isults,kitch ightmars full pisd,kitch ightmars watch li,grd ramsay liks th fd,grd ramsay dky,grd Ramsay idit sadwich,grd Ramsay stak,grd Ramsay caviar,Grd Ramsy",499011,8934,214,1372,16,0,3,0,0,23,1,web
570,DyTlOIa6RLo,Gordon Finds Out Things Are A LOT More Complicated at Sam's Kabob Room | Kitchen Nightmares Supercut,"Grd,Grd Ramsay,Ramsay,Ramsy,Chf Ramsay,Kitch Nightmars,Htl Hll,grd Ramsay it’s raw,grd Ramsay bst isults,kitch ightmars full pisd,kitch ightmars watch li,grd ramsay liks th fd,grd ramsay dky,grd Ramsay idit sadwich,grd Ramsay stak,grd Ramsay caviar,Grd Ramsy",598137,9813,257,1498.666667,10,1,4,1,4,36,0,android
571,E-NxvaVWjBM,iPhone 8 Hands-On: Don't Overlook This Big Update,"Tms Guid,Tch,Nws,iph 8,appl,iph,smartph",25203,117,10.66666667,55.33333333,2,1,3,1,2,102,0,web
572,E3DWd2dTiaQ,Halloween Pumpkin Message Board,"Hallw Pumpki,Pumpki Carvig,Jack  latr,Hallw idas,hw t,trick r trat,hallw party,mssag bard,light bx,pumpki ida,Hallw craft,party idas,ta light,flash light,hw t hallw,dctatis,fr kids,dcrati idas,hw t carv,pumpki craft,cadl,carv a pumpki,pumpki dsig",153569.5,3667.333333,169.5,322.3333333,2,0,5,0,0,70,1,web
573,E5Hfl6Nqw3Q,Cardi B - Bodak Yellow (feat. Kodak Black) [Remix],"Cardi B,Bdak Yllw,Bdak Yllw Rmix,Bdak Yllw Kdak Black,Nw Cardi B,Nw Kdak Black,Cardi B Kdak Black Rmix,Cardi B Kdak Black Bdak Yllw,Cardi B - Bdak Yllw (fat. Kdak Black),Kdak Black Bdak Yllw,Bardi Gag,Kdak Black Rmixs,Cardi B Rmixs,Bdak Yllw Rmixs,Bdak Yllw Cardi B",544618.2,14956,1463,1895.8,14,0,4,0,0,46,1,web
574,E6PU9IvLJM0,"Bobby Roode calls out Dolph Ziggler: SmackDown LIVE, Sept. 26, 2017","ww,wrld wrstlig trtaimt,wrstlig,wrstlr,wrstl,suprstars,कुश्ती,पहलवान,डब्लू डब्लू ई,मैच,सुपरस्टार,व्यावसायिक कुश्ती,مصارعه,SmackDw LIVE,Dlph Zigglr,Bbby Rd,sp:ty=high,sp:st=wrstlig,sp:scp=athlt_i_match,sp:dt=2017-09-26T20:00:00-04:00,sp:v=ww-smack,sp:ath=ww-dzi,sp:ath=ww-br,smackdw,zigglr,rd,bbby,trac,dlph,ww smackdw,ww smackdw liv,glrius,udrtakr,dadma,takr",878264,16975.5,831.5,2889.5,7,0,0,0,0,30,1,ios
575,E6eRA8PnuW4,Blade Runner 2049 - Movie Review,"Blad Rur 2049,Chris Stuckma,Mvi Rviw,Sc,Clip,Trailr,2017,1982,Rviws,Film,Edig,Explaid,Explaati,Maig,Aalysis,Aalyzd,Rgr Dakis,Cimatgraphy,Rya Gslig,Harris Frd,Aa d Armas,Sylvia Hks,Rbi Wright,Mackzi Davis,Carla Juri,Li Jams,Dav Bautista,Jard Lt,Dis Villuv,Rplicat,Scr,Sudtrack,OST,Has Zimmr,Sg,Tasr",383480,23106,283,3094,7,1,3,1,7,52,0,ios
576,E7HqW6S-g7c,40 Donuts in 1 Donut,"rhtt ad lik,gd mythical mr,rhtt ad lik gd mythical mr,gd mythical mr rhtt ad lik,sas 12,40 duts i 1 dut,40 i 1,giat dut,rhtt lik giat dut,gmm giat dut,rhtt lik 40 duts i 1 dut,gmm 40 duts i 1 dut,duki' duts,duki duts,duki,duki duts challg,duki challg,duts,dughut,duki duts cff,duki duts ic cram,duki' duts challg,duki' duts mu,duki duts mu,dut",402692,9054.833333,360.1666667,778.6666667,2,0,4,0,0,46,1,android
577,EHC6sYfF4cg,Jackie Chan & Olivia Munn Answer Martial Arts Questions From Twitter | Tech Support | WIRED,"jacki cha,jacki cha fuy,jacki cha itrviw,jacki cha karat,jacki cha martial arts,jacki cha livia mu,karat,lg ijag,martial arts,martial arts supprt,ijag,livia mu,livia mu fuy,livia mu fuy mmts,livia mu itrviw,tch supprt,th lg ijag mvi,twittr supprt,twittr tch,twittr tch supprt,hw t brak wd,livia mu wd,karat chp,wird,wird.cm,tch,tchlgy",1497677.8,34201.2,711.4,3575.6,2,1,3,0,0,11,0,android
578,ELQfBOJOds0,Kate McKinnon Improvises a PowerPoint Presentation | Vanity Fair,"kat mcki,kat mcki vaity fair,kat mcki 2017,kat mcki fuy,kat mcki imprv,imprv,fuy,humr,cmdy,kat mcki fuist mmts,kat mcki pwrpit,pwrpit,busiss prstati,sl kat mcki,ll kat mcki,halllujah kat mcki,kat mcki hillary,kat mcki mmy,hllywd,clbrity,cultur,styl,vaity fair,vaity fair magazi,vf",148874.5,4217.5,104,211.5,18,1,4,0,9,68,0,web
579,ENskipCo-eQ,한국 맥도날드 신 초콜릿 메뉴!?!,"Kra,영국남자,영국,조쉬,올리,Jsh,Olli,KraEglish,Eglish,Ma,glishma,fd,음식,외국인,반응,영상,웃긴,남자,외국,도전,매운",591544.75,9101.25,233.25,2482.25,19,1,4,1,6,41,0,android
580,ERj3KafjfRk,Crooked House - Official Trailer,"gl cls,murdr mystry,crim thrillr,max irs,gillia adrs,christia hdricks,agatha christi,w mvi,trailr,julia fllws,cratr f Dwt Abby,Agatha Christi,fficial trailr,crkd hus (drama/crim film),crkd hus mvi,Gills Paqut-Brr,Agathi Christi vl,thr was a crkd ma,mystry,mystrius mvi,2017 mvi,sy picturs",11009,196,12,19,7,0,1,0,0,108,1,ios
581,ETR9qrVS17g,The Disturbing History of the Suburbs,"Cllghumr,CH rigials,cmdy,sktch cmdy,itrt,humr,fuy,sktch,suburbia,rd liig,adam ruis th suburbs,dark histry f th suburbs,suburba sgrgati,adam ruis vrythig rdliig,adam ruis rdliig,ar rdliig pisd",1297500.667,42142,13007.33333,16312.33333,12,1,3,1,6,23,0,web
582,EUoe7cf0HYw,Taylor Swift - Gorgeous (Lyric Video),"Taylr Swift,Grgus,rputati",6056265.667,367455.6667,19909.66667,45784.33333,19,0,3,0,0,4,1,android
583,EVp4-qjWVJE,Chargers vs. Broncos | NFL Week 1 Game Highlights,"NFL,Ftball,ffs,dfs,afc,fc,Amrica Ftball,highlight,highlights,gam,gams,sprt,sprts,acti,play,plays,sas,2017,scrimmag,rki,rkis,rcap,ru,sprit,catch,hug,amazig,wi,ls,tuchdw,td,wk 1,wk 1,ls agls,LA,chargrs,dvr,brcs,rivrs,adrs,thmas,mf,mday ight ftball,sp:dt=2017-09-11T22:20:00-04:00,sp:vl=-US,sp:st=ftball,sp:li=fl,sp:ti:hm=D,sp:ti:away=SD,sp:ty=high,kick,blck,kickr,blckd kick,fild gal blck",786870,6313.5,369,2510,4,1,5,0,8,36,0,android
584,EWeJ7OM3mo4,What's This Video About?,[],164897.25,9120.25,222.25,1106,20,1,2,0,5,85,0,web
585,EWng8GQ49Fg,Harry Potter Theory: How The Sorcerer's Stone Was Made (ft. Seamus Gorman),"SuprCarliBrthrs,harry pttr,harry pttr thry,thry,fatastic basts ad whr t fid thm,fatastic basts,wt scamadr,srcrrs st,fawks th phix,th philsphrs st,supr carli brthrs,j carli,jatha carli,b carli,samus grma,tri wizard turamt,gblt f fir,trailr,fatastic basts 2,iclas flaml,bauxbat acadmy f magic,pttrmr,jk rwlig,durmstrag,dumbldr thry,hw was th srcrrs st mad",222899.5,11430,382.5,2636.5,3,0,3,0,0,64,1,web
586,EYi1YUNOguk,James Corden's Message After Las Vegas Tragedy,"Jams Crd,Th Lat Lat Shw,Clbrt,lat ight,lat ight shw,Stph Clbrt,Cmdy,mlgu,cmdia,imprssis,clbritis,carpl,karak,CBS,Lat Lat Shw,Crd,jk,jks,fuy,fuy vid,fuy vids,humr,clbrity,clb,hllywd,famus",894404,27774,1594,3562,4,1,4,1,6,33,0,web
587,EZaPeQ2dxh8,Mumbai Rains special Water Ride 2017 | Mumbai,"Mumbai,Mumbai Rais,Mumbai Watr lggig,Raifall,Mumbai Trais,Mumbai Lcal,Watr Rid,Dadar,Claba,Mari Driv,Badra,Adhri,Tha,Churchgat,CST Stati,Brivli,Virar,Wstr Railway,Railway",18186,12.5,0,2.5,1,0,2,0,0,145,1,web
588,Eat7nKj_30o,Massive earthquake rocks Mexico City,"mxic,arthquak,auth-mmy-auth",1185394,4991.833333,2092,2479.333333,11,0,4,0,0,22,1,android
589,EbthMC6spAE,Norm Macdonald Is A Comic Genius,"Nrm macdald,rdwritr",354343.8,16823.8,647.2,1453.8,1,0,3,0,0,68,1,web
590,EbwIKveO4qU,THE HUNT FOR EVERYTHING PUMPKIN IN LA (a fall obsession)  | Madelaine Petsch,"madlai,madlaiptsch,madlai ptsch,ptsch,chryl,blssm,chrylblssm,chryl blssm,rivrdal,fall,pumpki,hallw,scar,advtur",127578.5,11649.25,44.25,697.5,2,0,0,0,0,75,1,ios
591,Eef-1HLKgoQ,Honest Trailers - Wonder Woman,"scrjukis,scr jukis,scrjukis ws,scr jukis ws,sj ws,hst trailrs,hst trailr,wdr wma,patty jiks,patty jkis,gal gadt,batma,justic lagu,dcu,dc mvi,dc cmics,suprhr mvi,fmiism,fmal lad,fmal mvi,fmal star,jams camr,satir,cmdy,sktch,hst,mvi trailr",1843830.333,55670.66667,2653,11576.33333,6,1,0,0,10,20,0,ios
592,Ef93WmlEho0,Why California's Musical Road Sounds Terrible,"tm sctt,tmsctt,amazig placs,musical rad,lacastr,lacastr ca,rssii,william tll vrtur",1463335,42582.33333,1068.833333,2645.833333,1,0,5,0,0,25,1,ios
593,EgUXkpAyqps,Queen Live Aid 1985 (Part 1) (High Quality),"Qu (Musical Grup),Rck Music (Film Gr),First,Dfiiti,Strtch,Liv,720p",64001,143,5,41.33333333,6,0,0,0,0,98,1,web
594,Ekc7lWx0468,The Windmills of your Mind Illusion,[],41730,14.66666667,7.333333333,1,15,0,5,0,0,118,1,web
595,EmjMWi0MBXQ,Don Lemon Praises ‘Chunky’ CNN Reporter Facing Irma Wrath: ‘Nothing Wrong With a Little Curve’,"CNN,D Lm,Hurrica Irm,sarah sidr,chris cum,hurrica irma: liv updats - hurrica irma liv,strm,c liv,liv updat  hurrica irma,hurrica irma t day,updat hurica irma,hurrica irma trackig",114104.25,126,25.5,77.25,9,1,0,0,7,82,0,android
596,EmlH7yRKmSY,Almost 600 Border Collies Gather in Attempt to Break World Record,ws,122746.75,1668.5,85.25,446,12,1,5,0,9,75,0,ios
597,EoejGgUNmVU,LP - Lost On You (A Night at The McKittrick Hotel),"LP,Dath Vally,Othr Ppl,Lst O Yu,Th McKittrick Htl,Liv",116595.75,6541,58,432,13,1,5,1,4,72,0,web
598,ErWde9LVg0A,FIRST MAKEUP TUTORIAL OF FALL! VAMPY GLAM | Manny MUA,"fall makup,vampy glam makup,fall vamp makup,huda bauty paltt,huda bauty dsrt dusk,dsrt dusk,makup tutrial,fall makup tutrial,makup,fall,fall makup lk,jacly hill,gt rady with m,fall makup tutrial 2017,first makup tutrial f fall,may mua,maymua,glam,vampy makup tutrial,vamp,autum,vryday fall makup,fall makup lk 2017,vryday fall makup tutrial,jffr star,laura l,ikkitutrials,autum makup,fall af,witr",529515.5,41652.5,731.25,5614.25,17,1,2,1,10,32,0,ios
599,EtTi9TBRRNo,The rest of the Mean Girls cast joins the fight...,"Ma Girls,lidsay lha,ctbr 3,las vgas",36742.25,253.25,32.25,36.5,1,1,2,1,7,137,0,android
600,EuvVOA8uvsc,Enter Shikari - Rabble Rouser (official promo video),"tr,shikari,trshikari,Th Spark,Spark,Rabbl Rusr,Liv Outsid,Th Last Garris,Suprcharg,Th Midswp,Nck Dp,Pvris,Th Hua,D Brc,Radi 1,Pirc Th Vil,brig m th hriz,Lwr Tha Atlatis,paramr,paic at th disc,twty  pilts,slpig with sirs,slavs,ryal bld,aasthtist",144029.2,4716.4,333.8,586,1,0,5,0,0,97,1,android
601,EwujR1ARsog,‘Mystery Van’ Helping Self-Driving Cars Communicate with People | Autonomy | Ford,"Frd,Frd Mtr Cmpay,slf-drivig vhicl,drivrlss vhicl,autmus vhicl,slf drivig cars,drivrlss car,autmus car,slf drivig trasit,VTTI,City f Tmrrw,hw t safly crss th rad,ar slf drivig cars saf?,autmy,ivati,frd ivati",110262.75,145.75,40,35,10,0,1,0,0,78,1,web
602,Ez95rPffd8k,Jim Carrey's Bizarre Fashion Week Interview | Daily Pop | E! News,"Jim Carry,Fashi Wk,Ctrvrsy,Rd Carpt,E! Nws,E! Etrtaimt,E! Nws Nw,Nws,E!,Tp Stris,Pp Cultur,Brakig Nws,Brakig,Liv,Itrviws,Fashi,E! Styl Cllctiv,Trdig,Giuliaa Racic,Jas Kdy,Catt Sadlr,Sibly Scls,Clb Nws,Gssip,Daily Pp",58104.33333,150.6666667,244,273.3333333,15,1,1,1,4,111,0,android
603,F-qdRPUC_Yw,Ryan Gosling & Jimmy Kimmel on Las Vegas,"jimmy,kimml,liv,lat,ight,talk,shw,fuy,cmdic,cmdy,clip,cmdia,rya,gslig,mass,shtig,las,vgas,lvis,librac,d,rickls,sammy,davis,jr.,clt,gu,rya gslig,las vgas,d rickls,sammy davis jr.,mass shtig,gu ctrl",689414,9526,504,979,4,0,5,0,0,38,1,web
604,F1DxLQbx_bU,5 DELICIOUS CHOCOLATE CUPCAKES IN 5 MINUTES! - The Scran Line,"cupcaks,hw t mak vailla cupcaks,vr th tp rcips,asy cupcak rcips,vailla cupcaks,chclat cupcaks,frch macars,hw t mak macars,th scra li,th scrali,ick makrids,pastry dsig,hw t pip cupcaks",33247,2467.333333,21.33333333,207,5,0,4,0,0,97,1,android
605,F4ELqraXx-U,Lana Del Rey - White Mustang (Official Video),"Laa,Dl,Ry,Whit,Mustag,Plydr,Altrativ",3696055.333,241161.5,3717.833333,20922.83333,1,1,1,0,8,7,0,ios
606,F5D1x-OtGME,Top 10 Saddest Deaths in Harry Potter (SPOILERS) (VERY SAD),"harry pttr,harry,pttr,dumbldr,sap,vldmrt,bks",827013.75,74966.75,1978.75,8856,14,0,5,0,0,31,1,web
607,F5Ma-1A-NS0,Young Fan Hospitalized After Being Struck By Foul Ball At Yankee Stadium,"CBS2 Nws At 11,Jssica Layt,Yak Stadium",1052548.6,2850.2,438.8,1807.2,7,0,3,0,0,27,1,web
608,F66vX1WCRbs,Rachel Platten - Collide (Audio),"Cllid,Clumbia,Pp,Rachl Platt",44272,3464,34.5,238.5,20,0,2,0,0,104,1,web
609,F7gj1FoRIfE,Ellen Meets Las Vegas Survivors Jesus Campos and Stephen Schuck,"Jsus Camps,Stph Schuck,Las Vgas,Las vgas shtig,madalay bay,mass shtig,gfudm,Ell,dgrs,ll dgrs,th ll shw,ll fas,ll tickts,lltub,ll audic",685676,10415,5361,0,11,0,1,0,0,35,1,android
610,F8i8pnZmk50,Early iPhone 8 vs 8 Plus Unboxing & Comparison!,"iPh 8,iPh 8 Plus,iPh 8 Ubxig,iPh 8 Rviw,iPh 8 vs 8 Plus,ubxig,rviw,appl,2017,iph x,iph 8,iph,iph x rviw,iph x vs iph 8,iph x hads ,appl iph x,iph 8 plus,appl iph 8,iph 8 hads ,iph 8 camra,8 plus,iph 10,iph 8 rlas dat,iph 2017,iPh 8 vs Galaxy S8,is 11,tld,jatha mrris,iph x vs 8,iph x ubxig",893944,42690.5,1256,5616,1,0,4,0,0,40,1,web
611,F8i8pnZmk50,iPhone 8 vs 8 Plus Unboxing & Comparison!,"iPh 8,iPh 8 Plus,iPh 8 Ubxig,iPh 8 Rviw,iPh 8 vs 8 Plus,ubxig,rviw,appl,2017,iph x,iph 8,iph,iph x rviw,iph x vs iph 8,iph x hads ,appl iph x,iph 8 plus,appl iph 8,iph 8 hads ,iph 8 camra,8 plus,iph 10,iph 8 rlas dat,iph 2017,iPh 8 vs Galaxy S8,is 11,tld,jatha mrris,iph x vs 8,iph x ubxig",1337812.5,51118,1656.5,6107.5,9,0,4,0,0,20,1,ios
612,F9IOTQ3q8Z4,Demi Lovato Reacts to Demi Lovato's Childhood Videos,Dmi Lvat,776801,22694,331,813,2,1,4,0,5,28,0,ios
613,FBdyMBRcxeo,DIY BAGEL BITE - NORMAL VS GIANT,"giat fd,giat bagl bit,hw t mak a bagl bit,bagl bit,diy bagl bit,hw t mak a pizza bagl,pizza bagl,diy pizza,pizza,pizza bit,diy pizza bit,pizza rll,pizza pckt",365651.5,11004.5,217.25,1587.25,7,1,0,0,6,55,0,web
614,FILJznSr6fs,SEMI-AUTOMATIC PORTABLE RAILGUN: SR-1 Introduction,"railgu,high vltag,prtabl,3d pritd,rail,xpr-3,xpr-1,sr-1,scic,tchlgy,gadgts,lctrmagtic",13586,48,4,7,2,1,3,0,0,111,0,web
615,FMQaJ6ylKs4,GOODBYE FROM LONELY by SUPERFRUIT,"suprfruit,supr,fruit,sctt,hyig,mitch,grassi,fcut,wkly,bsssis,vry,hrs,gd,sg,dt,list,t,aythig,ls,tday,futur,frids",184655.1667,20019.66667,112,1522,20,0,5,0,0,81,1,web
616,FMVw_Ty8qTY,VLOGTEMBER NYC ∙ RUNNING AROUND | heyclaire,"hyclair,clair,marshall,bauty,vlggr,ls,agls,asia,tatts,makup,yfw,vlgtmbr,backstag,2017",88729.25,4775,63,358.5,8,1,1,0,6,107,0,android
617,FN5n87Gj0LM,What Makes Black Mirror So Dark,rdwritr,591175,25014.5,930,2500.5,14,1,0,1,4,42,0,ios
618,FN5n87Gj0LM,"What Makes Black Mirror So Dark — (GOT, BB spoilers)",rdwritr,809422.25,30445,1187.25,2804,4,1,0,1,3,34,0,ios
619,FNh2ZsQkNus,True Love: Songify Princess Bride,"pricss brid,tru lv,rbi wright,cary lws,miracl max,billy crystal,carl ka,buttrcup,wstly,wsly,ma i black,drad pirat rbrts",70050,4513.2,203.2,327.4,16,1,0,1,9,82,0,android
620,FPRTN_r9IyM,Bizarre ‘Lava-Like’ Landslide Tears Through Hillside | National Geographic,"atial ggraphic,at g,atg,aimals,wildlif,scic,xplr,discvr,survival,atur,dcumtary,ladslid,mud,chia,prmafrst,climat,wathr,mltig,mutais,tibt,Bizarr,Lava-Lik,Ladslid Tars,Ladslid Tars Thrugh Hillsid,Hillsid,thick stram,grass slids,swpig mutai,Chis scial mdia,dramatic ladslid,ffct f thawig prmafrst,PLivjPDlt6ApTjurXykShuUqp7LQcj9s8s,PLivjPDlt6ApRiBHpsyXWG22G8RPNZ6jlb,PLivjPDlt6ApRfQqtRw7JkGCLvzGMBB2",29554.33333,855,13.66666667,187,3,0,2,0,0,107,1,android
621,FQ6JYw4tJs4,AIRFRAME: F-22 Raptor,"airma,airm,air frc,airfrc,airma magazi,airmamagazi,us military,military,plas,pla,jt,jts,airpla,fightr jt,aviati,arial",2182,12,0,0,16,0,1,0,0,108,1,ios
622,FRjPEOPr6pA,New Orleans readies for storm surge from Hurricane Nate,"vid,cbs,ws,w rlas,luisiaa,hurrica at,trpical strm,gulf cast,strm,fldig,wathr frcast",7035.6,56.2,14.2,66.6,20,1,2,1,4,118,0,web
623,FSOxXsYVJMQ,BTS (방탄소년단) 'DNA' Official Teaser 1,"BIGHIT,빅히트,방탄소년단,BTS,BANGTAN,방탄",11650531.25,943185.5,10323.25,136820.25,1,0,2,0,0,1,1,web
624,FTIStPerVNw,Bernie Sanders Tries To Say Something Nice About Trump,"Th Lat Shw,Stph Clbrt,Clbrt,Lat Shw,clbritis,lat ight,talk shw,skits,bit,mlgu,Th Lat Lat Shw,Lat Lat Shw,lttrma,david lttrma,cmdia,imprssis,CBS,jk,jks,fuy,fuy vid,fuy vids,humr,clbrity,clb,hllywd,famus,Jams Crd,Crd,Cmdy",1493731,23472,3490,5872,19,1,0,0,4,18,0,ios
625,FUBXKn1oP0g,DIY Giant Spider AKA Aragog AKA HARRY POTTER HALLOWEEN BIT*HES!,"DIY,thradbagr,Cri Ligh,Rb Czar,hw t,ma vs pi,pitrst,pitrst fails,harry pttr,hallw,spidr,giat,scary,sppy,arag,DIY aragg,fuckig giat spidr yall",899313,64203.2,548.6,6217.8,9,0,1,0,0,41,1,android
